Index,STRUCTURE_NUMBER_008,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,Road_class,FUTURE_ADT_114,PERCENT_ADT_TRUCK_109,DETOUR_KILOS_019,HAZUS_classficiation,site_class,DEGREES_SKEW_034,MAIN_UNIT_SPANS_045,maint_duration,rehab_duration,recon_duration,Age,DECK_STRUCTURE_TYPE_107,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,Vertical_clearance
4473,44580,78.5,10.7,6,2,Minor,1743,0.05,6,HWB22,B,0,5,30,180,360,15,1,8,8,7,99.99
4474,44590,94.3,10.8,4,2,Minor,10045,0.05,6,HWB15,B,50,4,30,180,360,33,1,6,7,6,99.99
4477,44600,65.6,10.3,2,2,Minor,2200,0.05,10,HWB10,B,0,4,30,180,360,36,1,6,6,6,99.99
4479,44620,76.7,9.1,2,2,Minor,3000,0.05,10,HWB10,B,31,4,30,180,360,18,1,6,7,7,99.99
4480,44630,60.7,13.1,2,2,NHS,42000,0.05,2,HWB10,B,40,4,30,180,360,17,1,6,6,6,99.99
4481,44640,60.7,13.1,2,2,NHS,42000,0.05,2,HWB10,B,40,4,30,180,360,18,1,7,7,6,99.99
4483,44660,49.6,13.1,4,2,NHS,35000,0.05,2,HWB15,B,15,3,30,180,360,17,1,7,7,7,99.99
4484,44670,49.6,13.1,4,2,NHS,35000,0.05,2,HWB15,B,15,3,30,180,360,18,1,7,7,7,99.99
4485,44680,66,10.3,2,2,Local,7200,0.1,14,HWB10,B,0,4,30,180,360,21,1,6,6,7,99.99
4486,44690,16.4,13.7,3,2,NHS,29000,0.1,2,HWB3,B,10,1,30,180,360,32,1,7,6,6,99.99
4487,44700,16.4,13.7,3,2,NHS,29000,0.1,2,HWB3,B,10,1,30,180,360,32,1,7,6,5,99.99
4488,44710,95,16.4,4,2,NHS,26000,0.1,2,HWB15,B,0,4,30,180,360,17,1,6,7,7,99.99
4489,44720,95,12.6,4,2,NHS,26000,0.1,2,HWB15,B,0,4,30,180,360,18,1,7,7,7,99.99
4490,44730,77.1,13.4,4,2,Local,10000,0.1,14,HWB15,B,30,2,30,180,360,17,1,7,8,8,99.99
4491,44740,41.1,13.2,2,1,NHS,25600,0.1,2,HWB10,B,30,3,30,180,360,32,1,6,6,7,99.99
4492,44750,19.6,13.7,3,2,NHS,25600,0.1,2,HWB3,B,30,1,30,180,360,32,1,7,7,7,99.99
4493,44760,92.9,9,4,2,Minor,800,0.1,8,HWB15,B,10,3,30,180,360,33,1,6,7,6,99.99
4494,44770,86.8,9,4,2,Local,20000,0.1,8,HWB15,B,0,3,30,180,360,33,1,6,6,7,99.99
4495,44780,80.6,13.1,4,2,NHS,25530,0.1,2,HWB15,B,0,5,30,180,360,24,1,7,7,7,99.99
4496,44790,80.6,13.1,4,2,NHS,25530,0.1,2,HWB15,B,0,5,30,180,360,24,1,7,7,7,99.99
4497,44800,78.7,9.9,4,2,Minor,12812,0.1,8,HWB15,B,35,4,30,180,360,24,1,8,8,8,99.99
4498,44810,74.2,11.1,2,2,Minor,5100,0.1,8,HWB10,B,30,4,30,180,360,32,1,7,6,7,99.99
4499,44820,141.9,12.8,4,2,NHS,19395,0.26,2,HWB15,B,15,7,30,180,360,4,1,7,7,7,99.99
4500,44830,141.9,12.8,4,2,NHS,19395,0.26,2,HWB15,B,15,7,30,180,360,4,1,6,7,7,99.99
4501,44840,67.1,10.1,4,2,Minor,2866,0.05,5,HWB15,B,20,2,30,180,360,32,1,6,6,7,99.99
4502,44850,75.3,10.1,4,2,Local,1278,0.05,5,HWB15,B,33,2,30,180,360,32,1,6,5,6,99.99
4503,44860,70.6,12.8,4,2,NHS,19395,0.26,2,HWB15,B,0,3,30,180,360,4,1,7,7,7,99.99
4504,44870,70.6,12.8,4,2,NHS,19395,0.26,2,HWB15,B,0,3,30,180,360,4,1,7,7,7,99.99
4505,44880,92.3,16.8,4,2,NHS,19395,0.26,2,HWB15,B,29,5,30,180,360,4,1,7,7,7,99.99
4506,44890,92.3,16.8,4,2,NHS,19395,0.26,2,HWB15,B,29,5,30,180,360,4,1,7,7,7,99.99
4507,44900,30.6,13,2,2,NHS,21657,0.3,2,HWB10,B,0,3,30,180,360,4,1,6,7,6,99.99
4508,44910,30.6,13,2,2,NHS,21657,0.3,2,HWB10,B,0,3,30,180,360,4,1,6,7,6,99.99
4509,44920,76.9,8.9,4,2,Minor,800,0.05,6,HWB15,B,35,2,30,180,360,32,1,6,6,7,99.99
4510,44930,66.9,9,2,2,Minor,440,0.06,10,HWB10,B,15,4,30,180,360,4,1,6,7,7,99.99
4512,44940,85.6,12.8,4,2,NHS,19430,0.32,2,HWB15,B,5,5,30,180,360,22,1,7,7,7,99.99
4513,44950,85.6,12.8,4,2,NHS,19430,0.32,2,HWB15,B,5,5,30,180,360,22,1,7,7,7,99.99
4514,44960,21.7,13,2,1,NHS,19430,0.32,2,HWB10,B,11,3,30,180,360,22,1,6,6,6,99.99
4515,44970,21.7,13,2,1,NHS,19430,0.32,2,HWB10,B,11,3,30,180,360,22,1,6,6,6,99.99
4516,44980,73.9,9.2,4,2,Minor,4430,0.31,13,HWB15,B,30,4,30,180,360,4,1,8,8,7,99.99
4517,44990,34.1,12.9,6,2,NHS,20462,0.1,2,HWB22,B,25,3,30,180,360,22,1,7,8,7,99.99
4518,45000,34.1,13,6,2,NHS,20462,0.1,2,HWB22,B,25,3,30,180,360,22,1,7,7,7,99.99
4520,45020,93.6,12.6,4,2,NHS,15507,0.28,2,HWB15,B,35,5,30,180,360,4,1,6,7,7,99.99
4521,45030,93.6,12.6,4,2,NHS,15507,0.28,2,HWB15,B,35,5,30,180,360,22,1,6,8,7,99.99
4522,45040,68.6,9,2,2,Minor,1005,0.1,14,HWB10,B,20,4,30,180,360,59,1,6,5,6,99.99
4523,45050,59.1,12.6,4,2,NHS,20462,0.1,2,HWB15,B,25,3,30,180,360,22,1,7,7,7,99.99
4524,45060,59.1,12.6,4,2,NHS,15507,0.28,2,HWB15,B,25,3,30,180,360,22,1,7,7,8,99.99
4525,45070,24.5,19.4,2,2,NHS,16016,0.1,2,HWB10,B,15,3,30,180,360,12,1,6,7,7,99.99
4526,45080,24.2,22,2,2,NHS,16016,0.1,2,HWB10,B,15,3,30,180,360,12,1,6,7,6,99.99
4527,45090,65.5,8.9,2,2,Local,806,0.1,14,HWB10,B,0,4,30,180,360,59,1,6,5,7,99.99
4528,45120,24.4,13,2,2,NHS,17618,0.1,2,HWB10,B,25,3,30,180,360,25,1,6,6,6,99.99
4529,45130,24.4,13,2,2,NHS,17618,0.1,2,HWB10,B,25,3,30,180,360,25,1,6,5,6,99.99
4530,45140,66.1,8.9,2,2,Minor,1790,0.1,11,HWB10,B,9,4,30,180,360,59,1,7,7,6,99.99
4531,45150,68.9,8.9,2,2,Minor,555,0.1,11,HWB10,B,20,4,30,180,360,59,1,6,7,7,99.99
4532,45160,68.6,9,2,2,Local,350,0.07,10,HWB10,B,22,4,30,180,360,5,1,6,6,7,99.99
4533,45170,61.6,11.3,4,2,Minor,7120,0.15,10,HWB15,B,0,2,30,180,360,5,1,7,7,7,99.99
4534,45180,66.4,9,4,2,Minor,887,0.1,13,HWB15,B,20,2,30,180,360,27,1,6,7,6,99.99
4535,45190,36.1,13.2,6,2,NHS,14518,0.35,2,HWB22,B,14,3,30,180,360,2,1,9,9,7,99.99
4536,45200,35.7,13.1,1,2,NHS,17156,0.1,2,HWB5,B,14,3,30,180,360,25,1,6,6,6,99.99
4537,45210,64.9,9,4,2,Minor,760,0.03,8,HWB15,B,20,2,30,180,360,58,1,6,5,7,99.99
4539,45230,66.4,9,6,5,Local,810,0.1,8,HWB22,B,19,4,30,180,360,40,1,6,5,6,99.99
4540,45240,37.8,13.3,6,2,NHS,15778,0.33,2,HWB22,B,0,3,30,180,360,2,1,9,9,6,99.99
4541,45250,37.5,13.1,1,2,NHS,18586,0.1,2,HWB5,B,0,3,30,180,360,24,1,5,6,6,99.99
4545,45290,61,11,4,2,Minor,2206,0.1,10,HWB15,B,0,2,30,180,360,36,1,5,6,6,99.99
4546,45300,56.4,13.3,4,2,NHS,19732,0.1,2,HWB15,B,27,4,30,180,360,25,1,7,7,7,99.99
4547,45310,56.7,13.3,4,2,NHS,19732,0.1,2,HWB15,B,27,4,30,180,360,25,1,7,7,7,99.99
4548,45320,41.5,13.1,4,2,NHS,28007,0.1,2,HWB15,B,0,3,30,180,360,25,1,7,6,7,99.99
4549,45330,36.3,13.1,4,2,NHS,28007,0.1,2,HWB15,B,14,3,30,180,360,25,1,7,7,7,99.99
4550,45340,287.7,11.1,4,3,NHS,28593,0.1,2,HWB1,B,0,5,30,180,360,25,1,7,5,6,99.99
4551,45350,295,11.1,4,3,NHS,29701,0.1,2,HWB1,B,0,5,30,180,360,25,1,7,5,6,99.99
4552,45360,77.4,16.6,4,2,NHS,27253,0.1,2,HWB15,B,99,4,30,180,360,25,1,6,6,7,99.99
4553,45370,75.9,16.6,4,2,NHS,27253,0.1,2,HWB15,B,99,4,30,180,360,25,1,7,7,6,99.99
4554,45380,41.5,18.4,4,2,NHS,7353,0.1,2,HWB15,B,0,3,30,180,360,25,1,7,7,7,99.99
4555,45390,69.2,12.9,4,2,NHS,22264,0.1,2,HWB15,B,20,4,30,180,360,25,1,7,7,7,99.99
4556,45400,69.2,12.9,4,2,NHS,22264,0.29,2,HWB15,B,20,4,30,180,360,5,1,7,7,6,99.99
4557,45410,31.7,13.2,4,2,NHS,22264,0.1,2,HWB15,B,9,3,30,180,360,25,1,6,7,6,99.99
4558,45420,32.3,13.2,4,2,NHS,21827,0.1,2,HWB15,B,9,3,30,180,360,25,1,6,7,7,99.99
4559,45490,83.2,13.3,4,2,Minor,20869,0.05,3,HWB15,B,0,3,30,180,360,29,1,7,6,6,99.99
4560,45553,61.9,9.8,4,6,NHS,12133,0.25,10,HWB15,B,99,2,30,180,360,27,1,6,7,7,99.99
4561,45555,66.1,9.8,4,6,NHS,14805,0.25,10,HWB15,B,99,2,30,180,360,27,1,6,7,7,99.99
4562,45579,62.8,9.8,4,6,NHS,19206,0.24,6,HWB15,B,99,2,30,180,360,28,1,5,7,6,99.99
4563,45580,61.6,31.2,4,6,Major,92694,0.05,6,HWB15,B,0,2,30,180,360,4,1,6,7,7,99.99
4564,45581,163.7,9.8,4,6,NHS,19206,0.06,6,HWB1,B,99,5,30,180,360,28,1,6,7,7,99.99
4565,45583,38.7,9.8,4,6,NHS,22045,0.06,6,HWB15,B,99,2,30,180,360,28,1,7,7,7,99.99
4566,45599,71,11.7,4,2,NHS,7666,0.05,2,HWB15,B,8,4,30,180,360,19,1,7,7,6,99.99
4567,45600,71.3,45.1,4,2,NHS,183840,0.05,2,HWB15,B,8,4,30,180,360,19,1,7,7,7,99.99
4568,45601,71.3,14.2,4,2,NHS,7666,0.05,2,HWB15,B,8,4,30,180,360,19,1,6,7,6,99.99
4569,45605,120.7,14.1,4,2,NHS,219,0.05,2,HWB15,B,99,4,30,180,360,21,1,6,8,7,99.99
4570,45610,141.7,22.5,4,2,NHS,191585,0.05,2,HWB15,B,99,12,30,180,360,21,1,7,7,5,99.99
4571,45620,166.4,22.5,4,2,NHS,191585,0.05,2,HWB1,B,99,15,30,180,360,21,1,7,7,6,99.99
4572,45625,195.7,14.2,4,2,NHS,219,0.05,2,HWB1,B,99,6,30,180,360,21,1,6,7,7,99.99
4573,45630,63.1,12.8,4,2,Minor,11035,0.05,3,HWB15,B,0,2,30,180,360,26,1,7,7,7,99.99
4574,45640,68,34.3,4,2,Minor,53430,0.47,3,HWB15,B,0,2,30,180,360,20,1,6,7,6,99.99
4575,45650,66.8,23.1,6,4,Minor,44466,0.05,2,HWB22,B,0,2,30,180,360,18,1,7,7,8,99.99
4576,45671,26.2,34.6,2,1,NHS,48325,0.05,6,HWB10,B,0,3,30,180,360,21,1,6,6,6,99.99
4577,45680,67.1,23.1,6,4,Minor,20740,0.05,3,HWB22,B,6,2,30,180,360,18,1,7,7,8,99.99
4580,45830,45.7,8.2,6,2,NHS,6830,0.05,2,HWB22,B,38,3,30,180,360,27,1,6,5,5,99.99
4581,49000,73.5,20.5,4,2,NHS,60890,0.3,2,HWB15,B,28,4,30,180,360,3,1,7,6,8,99.99
4582,49010,73.5,20.5,4,2,NHS,60890,0.2,2,HWB15,B,28,4,30,180,360,3,1,8,6,8,99.99
4583,49020,258.5,20,4,2,NHS,55000,0.24,2,HWB1,B,40,12,30,180,360,6,1,7,8,7,99.99
4584,49030,258.5,19.9,4,2,NHS,55000,0.22,2,HWB1,B,40,12,30,180,360,6,1,7,7,7,99.99
4585,49040,44.5,19.9,4,2,NHS,71320,0.05,2,HWB15,B,0,3,30,180,360,6,1,7,8,7,99.99
4586,49050,44.5,19.9,4,2,NHS,71320,0.05,2,HWB15,B,0,3,30,180,360,6,1,7,7,7,99.99
4587,49060,39.3,20,6,2,NHS,71320,0.05,2,HWB22,B,0,3,30,180,360,27,1,7,8,7,99.99
4588,49070,39.3,20,6,2,NHS,71320,0.05,2,HWB22,B,0,3,30,180,360,27,1,7,8,7,99.99
4589,49080,109.4,22.9,4,2,NHS,71320,0.05,2,HWB15,B,57,4,30,180,360,27,1,7,8,8,99.99
4590,49090,109.4,22.9,4,2,NHS,71320,0.05,2,HWB15,B,57,4,30,180,360,27,1,7,8,7,99.99
4591,49100,71.9,20,4,2,NHS,57126,0.28,2,HWB15,B,39,3,30,180,360,6,1,8,8,7,99.99
4592,49110,71.9,19.9,4,2,NHS,57126,0.05,2,HWB15,B,39,3,30,180,360,27,1,8,7,7,99.99
4593,49120,59.4,19.9,4,2,NHS,57126,0.05,2,HWB15,B,46,3,30,180,360,6,1,7,7,7,99.99
4594,49130,59.4,19.9,4,2,NHS,57126,0.05,2,HWB15,B,46,3,30,180,360,6,1,7,8,7,99.99
4595,49140,95.7,14.3,4,2,Minor,373,0.05,3,HWB15,B,44,2,30,180,360,36,1,7,6,6,99.99
4596,49150,47.5,20.1,4,2,NHS,57126,0.05,2,HWB15,B,15,3,30,180,360,6,1,7,8,7,99.99
4597,49160,47.5,20.1,4,2,NHS,57126,0.05,2,HWB15,B,15,3,30,180,360,6,1,7,8,7,99.99
4598,49170,65.2,14.3,4,2,Minor,8119,0.05,5,HWB15,B,0,2,30,180,360,36,1,6,7,6,99.99
4599,49180,79.9,20,4,2,NHS,57126,0.05,2,HWB15,B,55,3,30,180,360,5,1,7,6,6,99.99
4600,49190,79.9,19.9,4,2,NHS,57126,0.05,2,HWB15,B,55,3,30,180,360,5,1,7,7,7,99.99
4601,49200,77.4,19.9,4,2,NHS,41491,0.05,2,HWB15,B,56,3,30,180,360,22,1,5,7,7,99.99
4602,49210,77.4,19.9,4,2,NHS,41491,0.05,2,HWB15,B,56,3,30,180,360,3,1,6,7,7,99.99
4603,49220,69.5,11.3,4,2,Minor,1739,0.1,8,HWB15,B,18,2,30,180,360,23,1,6,7,6,99.99
4604,49230,69.5,11.3,4,2,Minor,2963,0.1,8,HWB15,B,18,2,30,180,360,23,1,6,7,6,99.99
4605,49240,65.1,14.3,4,2,Minor,1608,0.05,10,HWB15,B,0,2,30,180,360,4,1,7,7,7,99.99
4606,49270,34.7,20.1,6,2,NHS,30608,0.1,2,HWB22,B,30,3,30,180,360,22,1,7,7,7,99.99
4607,49280,34.7,20.1,6,2,NHS,30608,0.1,2,HWB22,B,30,3,30,180,360,22,1,7,7,7,99.99
4608,49290,30.2,20.1,6,2,NHS,30608,0.1,2,HWB22,B,30,3,30,180,360,22,1,6,7,7,99.99
4609,49300,30.2,20.1,6,2,NHS,30608,0.1,2,HWB22,B,30,3,30,180,360,22,1,6,8,7,99.99
4610,49310,94.8,10.7,4,2,Minor,15013,0.1,10,HWB15,B,20,3,30,180,360,18,1,6,8,6,99.99
4611,49320,98.1,14.3,4,2,Local,22528,0.1,6,HWB15,B,9,3,30,180,360,18,1,6,8,6,99.99
4612,49330,31.4,20,2,1,NHS,30608,0.1,2,HWB10,B,0,3,30,180,360,22,1,5,5,6,99.99
4613,49340,31.4,20,2,1,NHS,30608,0.1,2,HWB10,B,0,3,30,180,360,22,1,5,5,7,99.99
4614,49350,78.6,11.3,4,2,Local,1460,0.1,6,HWB15,B,26,2,30,180,360,19,1,5,6,7,99.99
4615,49360,70.4,11.3,4,2,Minor,2211,0.1,6,HWB15,B,18,2,30,180,360,30,1,5,6,6,99.99
4616,49370,45.4,23.5,4,2,NHS,30608,0.1,2,HWB15,B,8,3,30,180,360,22,1,6,6,6,99.99
4617,49380,45.4,23.5,4,2,NHS,30608,0.1,2,HWB15,B,8,3,30,180,360,22,1,6,7,7,99.99
4618,49390,51.5,22.5,4,2,NHS,30608,0.1,2,HWB15,B,4,2,30,180,360,20,1,7,6,7,99.99
4619,49400,51.5,22.5,4,2,NHS,30608,0.1,2,HWB15,B,4,2,30,180,360,20,1,6,6,7,99.99
4620,49410,21.8,23.8,2,1,NHS,26361,0.24,2,HWB10,B,0,3,30,180,360,4,1,7,7,7,99.99
4621,49420,21.9,23.8,2,1,NHS,27657,0.24,2,HWB10,B,0,3,30,180,360,4,1,7,7,7,99.99
4622,49430,71,11.3,4,2,Local,170,0.1,6,HWB15,B,18,2,30,180,360,19,1,6,7,7,99.99
4623,49440,48.8,19.9,4,2,NHS,27657,0.34,2,HWB15,B,0,3,30,180,360,4,1,8,6,7,99.99
4624,49450,48.8,19.9,4,2,NHS,27657,0.1,2,HWB15,B,0,3,30,180,360,4,1,8,6,7,99.99
4625,49460,68.6,11.3,4,2,Minor,2407,0.1,6,HWB15,B,18,2,30,180,360,19,1,6,7,7,99.99
4626,49470,68.6,11.3,4,2,Local,371,0.1,10,HWB15,B,18,2,30,180,360,19,1,6,7,7,99.99
4627,49480,100.5,13.5,4,2,Minor,1900,0.1,10,HWB15,B,47,2,30,180,360,16,1,7,7,7,99.99
4628,49510,61.3,9.8,4,2,NHS,20599,0.07,8,HWB15,B,44,3,30,180,360,21,1,6,7,7,99.99
4629,49520,49.7,13.4,4,2,NHS,57162,0.07,2,HWB15,B,12,3,30,180,360,21,1,6,6,7,99.99
4630,49530,41.1,16.8,4,2,NHS,57021,0.07,2,HWB15,B,12,3,30,180,360,21,1,7,6,7,99.99
4631,49535,49.7,10.2,4,2,NHS,29155,0.07,2,HWB15,B,6,3,30,180,360,21,1,7,7,7,99.99
4632,49540,94.8,14.3,4,2,Minor,13191,0.05,8,HWB15,B,42,2,30,180,360,16,1,6,7,7,99.99
4633,49550,49.1,13,4,2,NHS,57860,0.07,2,HWB15,B,49,3,30,180,360,21,1,7,6,7,99.99
4634,49560,49.1,13,4,2,NHS,57860,0.07,2,HWB15,B,49,3,30,180,360,21,1,7,7,7,99.99
4635,49570,52.7,17.8,4,2,NHS,58437,0.07,2,HWB15,B,35,3,30,180,360,21,1,7,7,7,99.99
4636,49580,52.7,17,4,2,NHS,58437,0.07,2,HWB15,B,35,3,30,180,360,21,1,7,7,7,99.99
4637,49585,71.9,14.4,4,2,Minor,5462,0.05,3,HWB15,B,18,2,30,180,360,41,1,7,5,7,99.99
4638,49590,75,11.3,4,2,Minor,1474,0.05,5,HWB15,B,30,2,30,180,360,48,1,6,7,6,99.99
4639,49600,50.9,13,4,2,NHS,49513,0.09,2,HWB15,B,24,3,30,180,360,21,1,7,7,7,99.99
4640,49610,50.9,13,4,2,NHS,49513,0.09,2,HWB15,B,24,3,30,180,360,21,1,7,7,7,99.99
4641,49620,97.5,13,4,2,NHS,50459,0.05,2,HWB15,B,15,4,30,180,360,28,1,5,7,7,99.99
4642,49630,97.5,13,4,2,NHS,50459,0.05,2,HWB15,B,15,4,30,180,360,28,1,5,7,7,99.99
4643,49638,66.4,16.9,4,2,NHS,49513,0.05,2,HWB15,B,0,2,30,180,360,29,1,7,7,7,99.99
4644,49640,66.4,17,4,2,NHS,49513,0.05,2,HWB15,B,0,2,30,180,360,29,1,7,7,6,99.99
4645,49650,66.4,9.9,4,2,NHS,81852,0.05,2,HWB15,B,99,2,30,180,360,30,1,5,7,7,99.99
4646,49652,43.9,16.8,6,2,NHS,20004,0.05,2,HWB22,B,0,3,30,180,360,29,1,8,7,7,99.99
4647,49654,43.6,13.3,6,2,NHS,20004,0.05,2,HWB22,B,0,3,30,180,360,29,1,8,7,7,99.99
4648,49655,79.6,13.3,4,2,NHS,22694,0.05,2,HWB15,B,61,3,30,180,360,29,1,8,7,7,99.99
4649,49656,77.4,13.4,4,2,NHS,22694,0.05,2,HWB15,B,57,3,30,180,360,29,1,7,7,7,99.99
4650,49657,83.8,17,4,2,NHS,22470,0.05,2,HWB15,B,23,3,30,180,360,28,1,8,8,7,99.99
4651,49658,83.8,13.3,4,2,NHS,22470,0.05,2,HWB15,B,23,3,30,180,360,28,1,8,8,7,99.99
4652,49660,1234.9,20.1,4,10,NHS,53136,0.15,35,HWB1,B,0,3,30,180,360,44,1,7,5,6,5.89
4653,49675,66.4,21.8,4,2,NHS,46397,0.1,2,HWB15,B,99,2,30,180,360,5,1,6,6,7,99.99
4654,49680,44.8,13,4,2,NHS,18838,0.1,2,HWB15,B,45,3,30,180,360,31,1,6,6,7,99.99
4655,49690,44.8,13,4,2,NHS,27408,0.1,2,HWB15,B,45,3,30,180,360,31,1,6,7,7,99.99
4656,49711,88.3,13.6,4,2,Minor,10220,0.05,3,HWB15,B,18,2,30,180,360,6,1,7,8,7,99.99
4657,49715,444,14.6,6,2,NHS,18170,0.12,3,HWB1,B,99,11,30,180,360,6,1,7,8,8,99.99
4658,49720,34.6,18.8,6,5,NHS,65275,0.17,2,HWB22,B,2,3,30,180,360,6,1,7,8,7,99.99
4659,49730,34.6,20.5,6,5,NHS,65275,0.17,2,HWB22,B,2,3,30,180,360,6,1,7,8,8,99.99
4660,49740,48.7,43.1,4,2,Major,65000,0.05,3,HWB15,B,2,2,30,180,360,20,1,7,7,7,99.99
4661,49750,79.2,11.1,2,2,Minor,6000,0.05,6,HWB10,B,35,4,30,180,360,17,1,5,6,6,99.99
4662,49760,38.7,18.8,6,2,NHS,143000,0.11,2,HWB22,B,0,3,30,180,360,21,1,7,7,8,99.99
4663,49770,38.9,18.8,6,2,NHS,143000,0.11,2,HWB22,B,0,3,30,180,360,21,1,7,7,8,99.99
4664,49780,48.2,18.6,4,2,NHS,143000,0.05,2,HWB15,B,2,3,30,180,360,21,1,7,7,7,99.99
4665,49790,48.1,18.6,4,2,NHS,143000,0.05,2,HWB15,B,2,3,30,180,360,21,1,7,7,7,99.99
4666,49800,85.5,12.1,4,2,Minor,12000,0.05,6,HWB15,B,17,2,30,180,360,20,1,7,8,6,99.99
4667,49806,514.2,12,4,2,NHS,16700,0.11,6,HWB1,B,99,11,30,180,360,19,1,6,7,7,99.99
4668,49808,352,12,4,2,NHS,16700,0.11,6,HWB1,B,99,9,30,180,360,18,1,6,7,7,5.51
4669,49810,121.1,12.1,4,2,Minor,7000,0.05,6,HWB15,B,22,3,30,180,360,21,1,7,8,7,99.99
4670,49813,85.7,18.5,6,4,NHS,27000,0.07,2,HWB22,B,99,2,30,180,360,19,1,7,7,7,99.99
4671,49815,170,14.9,4,2,NHS,27000,0.07,2,HWB1,B,99,4,30,180,360,19,1,7,8,7,99.99
4673,49820,49,25.8,4,2,NHS,114000,0.12,2,HWB15,B,15,2,30,180,360,20,1,7,7,7,99.99
4674,49830,49,26.9,4,2,NHS,114000,0.12,2,HWB15,B,15,2,30,180,360,20,1,7,7,7,99.99
4675,49840,44.4,22,4,2,NHS,114000,0.12,2,HWB15,B,15,3,30,180,360,20,1,7,7,7,99.99
4676,49850,44.4,22,4,2,NHS,114000,0.12,2,HWB15,B,15,3,30,180,360,20,1,7,7,7,99.99
4677,49860,66.8,9.6,2,2,Minor,12000,0.05,6,HWB10,B,0,4,30,180,360,34,1,6,6,6,99.99
4679,49910,49.8,22.6,4,2,NHS,133000,0.05,2,HWB15,B,3,2,30,180,360,21,1,7,6,7,99.99
4680,49920,49.8,22.8,4,2,NHS,133000,0.05,2,HWB15,B,3,2,30,180,360,21,1,7,7,7,99.99
4681,49930,39.3,21.8,4,2,NHS,133000,0.05,2,HWB15,B,7,3,30,180,360,21,1,7,7,7,99.99
4682,49940,39.3,22.6,4,2,NHS,133000,0.05,2,HWB15,B,7,3,30,180,360,21,1,7,7,7,99.99
4683,49950,61.7,18.7,6,4,Minor,19000,0.05,5,HWB22,B,16,2,30,180,360,19,1,7,8,7,99.99
4684,49955,237.4,13.3,6,21,NHS,27000,0.05,2,HWB1,B,99,5,30,180,360,17,1,6,6,7,99.99
4685,49960,61.1,10.1,4,2,NHS,20000,0.05,2,HWB15,B,36,2,30,180,360,18,1,7,7,7,99.99
4686,49970,53.6,10.1,4,2,NHS,16000,0.05,3,HWB15,B,24,2,30,180,360,18,1,7,7,7,99.99
4687,49980,47.4,19.4,4,2,NHS,133000,0.05,2,HWB15,B,8,2,30,180,360,18,1,7,7,7,99.99
4688,49990,47.7,19.1,4,2,NHS,133000,0.05,2,HWB15,B,8,2,30,180,360,18,1,7,7,7,99.99
4689,50000,52.1,18.5,6,4,NHS,80000,0.05,3,HWB22,B,99,2,30,180,360,18,1,8,8,8,99.99
4690,50003,25,22.1,5,2,NHS,179000,0.05,3,HWB3,B,22,1,30,180,360,18,1,8,8,7,99.99
4691,50004,25.3,19.1,5,2,NHS,179000,0.05,3,HWB3,B,22,1,30,180,360,18,1,8,8,7,99.99
4692,50010,79.6,22.3,4,2,NHS,179000,0.05,2,HWB15,B,21,4,30,180,360,18,1,7,7,7,99.99
4693,50020,79.6,19.5,4,2,NHS,179000,0.05,2,HWB15,B,21,4,30,180,360,18,1,7,7,7,99.99
4694,50030,33.2,36.4,3,2,NHS,178585,0.05,2,HWB3,B,99,1,30,180,360,18,1,7,8,7,99.99
4695,50040,24.4,29.2,3,2,NHS,178585,0.05,2,HWB3,B,99,1,30,180,360,18,1,7,8,7,99.99
4696,50050,53.6,36.4,4,2,NHS,178585,0.05,2,HWB15,B,0,4,30,180,360,18,1,7,7,7,99.99
4697,50060,53.6,29.2,4,2,NHS,178585,0.05,2,HWB15,B,0,4,30,180,360,18,1,7,7,7,99.99
4698,50070,75.6,13,6,4,Minor,25000,0.05,2,HWB22,B,23,2,30,180,360,19,1,7,8,8,99.99
4699,50080,75.6,13,6,4,Minor,19000,0.05,2,HWB22,B,23,2,30,180,360,19,1,7,7,7,99.99
4700,50090,64.6,23.5,4,2,NHS,213553,0.06,2,HWB15,B,8,4,30,180,360,20,1,7,8,7,99.99
4701,50100,64.6,23.5,4,2,NHS,213553,0.06,2,HWB15,B,8,4,30,180,360,20,1,7,8,7,99.99
4702,50110,47.5,27.5,4,2,NHS,213553,0.06,2,HWB15,B,10,3,30,180,360,20,1,7,6,7,99.99
4703,50120,47.5,28.5,4,2,NHS,213553,0.06,2,HWB15,B,10,3,30,180,360,20,1,7,6,7,99.99
4704,50130,74.1,13.4,6,4,Minor,18244,0.06,6,HWB22,B,24,2,30,180,360,20,1,7,8,8,99.99
4705,50140,82.6,13.3,4,2,NHS,16793,0.05,5,HWB15,B,34,2,30,180,360,17,1,7,8,8,99.99
4706,50150,90.8,33.2,6,2,Major,50187,0.05,5,HWB22,B,1,4,30,180,360,17,1,7,8,7,99.99
4707,50156,38.7,12.9,5,4,NHS,21350,0.05,5,HWB3,B,48,1,30,180,360,17,1,7,8,8,99.99
4708,50160,139.6,12.4,4,2,NHS,28476,0.13,6,HWB15,B,99,2,30,180,360,20,1,7,7,7,99.99
4709,50170,122.8,30.8,2,2,NHS,202140,0.06,2,HWB10,B,8,5,30,180,360,20,1,7,7,7,99.99
